TransactionID,ICICI_AccountID,TransactionDate,TransactionType,Amount,Description
716,14,2024-11-06,Payment,3731.74,Asperiores ea sapiente id blanditiis.
717,14,2023-12-20,Payment,2346.8,Ad impedit culpa ad a laborum.
718,14,2023-09-04,Transfer,47112.53,Sint odit nulla amet voluptate molestias quae velit.
719,14,2024-05-28,Payment,4694.06,Sequi voluptatum laudantium.
720,14,2024-09-04,Withdrawal,7932.76,Fugit tenetur veritatis amet pariatur.
721,14,2023-08-19,Payment,461.02,Placeat quod ratione at sunt.
722,14,2024-07-19,Withdrawal,5232.9,Cumque reprehenderit qui aliquid.
723,14,2024-04-23,Payment,3544.49,Eos ullam quasi reprehenderit sapiente.
724,14,2024-06-23,Withdrawal,8404.1,Alias quibusdam quidem tempore quae.
725,14,2024-03-24,Withdrawal,5192.54,Quibusdam debitis laborum eveniet.
726,14,2024-09-17,Deposit,9298.07,Placeat delectus officia illo exercitationem illum cum.
727,14,2023-05-31,Withdrawal,4139.84,Suscipit officiis modi cumque sit.
728,14,2023-12-13,Deposit,7886.44,Veniam consectetur quasi voluptatem.
729,14,2024-08-08,Payment,4671.85,Minima eius molestiae cupiditate eos.
730,14,2024-10-10,Deposit,2482.68,Ipsa suscipit et sequi.
731,14,2023-08-12,Transfer,15372.31,Soluta est illo perspiciatis.
732,14,2024-10-30,Payment,1964.25,Ipsum dolore maxime eum autem.
733,14,2024-11-19,Withdrawal,2342.76,Pariatur rerum totam ad odit delectus.
734,14,2024-10-29,Payment,4903.11,Iusto at placeat.
735,14,2024-01-26,Deposit,7191.39,Laborum temporibus blanditiis at.
736,14,2024-08-29,Withdrawal,1107.04,Nisi earum earum ab suscipit dignissimos veniam.
737,15,2024-06-05,Deposit,1221.57,Ex totam odit ducimus officia fuga.
738,15,2023-10-09,Deposit,8896.9,Velit porro fugit est adipisci reiciendis.
739,15,2024-06-20,Deposit,3567.63,Mollitia quaerat excepturi error dolorum.
740,15,2024-03-01,Payment,4469.67,Vitae expedita quis in quidem hic.
741,15,2024-04-30,Transfer,2178.8,Exercitationem repellat dignissimos nobis.
742,15,2024-10-09,Payment,2557.65,Unde eligendi natus voluptatem fugit minima.
743,15,2024-08-30,Withdrawal,6788.98,Ipsam illo ipsa corrupti provident.
744,15,2024-05-25,Payment,2039.58,Cumque nemo ipsam doloremque.
745,15,2024-01-20,Deposit,7991.62,Aspernatur eos deserunt vitae exercitationem laboriosam nulla natus.
746,15,2024-06-13,Deposit,2255.12,Explicabo neque quos blanditiis dicta.
747,15,2024-09-19,Transfer,31046.34,Doloribus fugit labore similique perferendis pariatur aperiam.
748,15,2023-11-15,Payment,4265.0,Placeat totam nobis.
749,15,2023-11-18,Transfer,36237.85,Dolorem eos officia esse ratione.
750,15,2024-01-07,Withdrawal,8788.82,Dicta minus unde ipsum laborum qui sint.
751,15,2024-08-25,Payment,2082.25,Sit vitae dicta maxime voluptates.
752,15,2024-08-02,Payment,1443.38,Facilis veniam esse fugiat voluptatibus nisi iure.
753,15,2023-12-03,Deposit,1357.96,Voluptatum libero ab.
754,15,2024-11-08,Payment,1750.1,Sunt excepturi asperiores sequi voluptate.
755,15,2024-04-09,Deposit,9835.61,Dicta perspiciatis itaque deserunt illum.
756,15,2024-04-05,Transfer,44980.97,Aut ipsam sit veniam.
757,15,2024-02-29,Payment,3737.98,Fugiat esse dignissimos magni.
758,15,2024-03-07,Withdrawal,1476.93,Dolorum vel aliquam ratione.
759,15,2024-07-30,Transfer,36071.27,Eligendi cumque earum id.
760,15,2024-04-18,Payment,1594.9,Unde maiores vitae deserunt enim.
761,15,2024-09-11,Deposit,7668.78,Magnam deserunt illum ipsam.
762,15,2023-11-13,Deposit,7064.28,Doloremque beatae eius earum.
763,15,2024-01-10,Deposit,6239.5,Alias possimus animi vero laborum qui.
764,15,2024-05-06,Payment,1023.23,Error itaque incidunt voluptatem neque molestias illo.
765,15,2024-09-11,Withdrawal,5389.0,Suscipit corporis ab earum excepturi libero.
766,15,2024-06-23,Payment,196.91,Veritatis blanditiis sunt quos recusandae natus sed.
767,15,2024-09-04,Withdrawal,5593.37,Nisi dolorem optio tenetur nesciunt.
768,15,2024-01-02,Transfer,43232.16,Explicabo amet dignissimos possimus architecto.
769,15,2024-07-23,Payment,396.84,Perspiciatis animi minima id.
770,15,2024-01-04,Deposit,2815.9,Aliquam officiis ea saepe impedit pariatur ipsum.
771,15,2024-10-16,Transfer,39305.48,Quas cumque perferendis magni recusandae ipsum minus.
772,15,2024-04-01,Withdrawal,462.98,Molestiae deleniti facilis debitis dolorem laudantium.
773,15,2024-09-15,Transfer,3359.63,Accusantium ipsa nobis tenetur minus ducimus nulla.
774,15,2023-12-19,Transfer,47066.14,Voluptatem eveniet officia exercitationem autem pariatur ab facilis.
775,15,2024-09-02,Withdrawal,2507.25,Voluptatem voluptates velit amet modi officia.
776,15,2024-06-22,Deposit,5735.0,Tempore dolorem assumenda itaque delectus distinctio laboriosam.
777,15,2024-10-28,Transfer,28164.68,Ipsam saepe possimus ratione.
778,15,2024-07-27,Deposit,2529.66,Impedit earum odio eos dicta ab.
779,15,2024-08-08,Payment,995.04,Provident magni dolor ab harum natus.
780,15,2024-02-23,Transfer,1517.11,Sint perferendis nam quasi maiores mollitia delectus delectus.
781,15,2024-09-05,Withdrawal,9990.86,Molestiae sequi vero necessitatibus quam.
782,15,2024-10-01,Deposit,8224.41,Rem amet ex a hic architecto.
783,15,2024-02-20,Transfer,29541.05,Nemo sapiente temporibus ex maiores optio velit.
784,15,2024-11-15,Transfer,10357.14,Accusamus a doloremque nulla iste.
785,15,2024-09-26,Deposit,557.95,Natus consectetur ipsum consequuntur.
786,15,2024-04-02,Withdrawal,3158.57,Placeat nobis et ab praesentium ratione ipsum.
787,15,2023-12-15,Withdrawal,9212.41,Suscipit possimus quas voluptatum odio voluptate.
788,15,2024-02-11,Withdrawal,3355.46,Odio harum amet officia voluptatibus eveniet.
789,15,2023-09-20,Transfer,29117.55,Itaque ut qui.
790,15,2023-12-31,Withdrawal,427.11,Voluptatum animi quidem minus provident hic ad.
791,15,2024-07-07,Payment,281.67,Culpa repudiandae harum quos dolorem officiis nihil maiores.
792,15,2024-02-09,Transfer,10530.55,Sit placeat labore eaque natus.
793,15,2023-12-03,Deposit,8531.15,Atque ex animi ullam.
794,15,2023-12-09,Withdrawal,1297.96,Quisquam dignissimos eveniet dicta temporibus autem eum.
795,15,2023-10-02,Deposit,262.57,Amet in tenetur.
796,15,2024-11-04,Withdrawal,6233.78,Blanditiis dicta earum.
797,15,2024-10-13,Deposit,6399.87,Possimus asperiores occaecati enim laudantium.
798,15,2023-11-18,Deposit,750.19,Iste adipisci exercitationem voluptatem eaque inventore cum.
799,15,2023-09-27,Payment,622.18,Eaque voluptatem voluptatibus porro nulla.
800,15,2024-10-03,Payment,1903.53,Laborum natus libero quis.
801,15,2024-01-15,Transfer,25779.71,Aspernatur natus voluptas exercitationem ex recusandae veritatis.
802,15,2024-04-27,Transfer,30413.27,Nostrum reprehenderit cum doloribus assumenda voluptatum.
803,15,2024-09-21,Deposit,8156.11,Voluptates illo eum debitis.
804,15,2024-03-06,Withdrawal,821.54,Ut quam perferendis illum dolore suscipit.
805,15,2024-10-20,Withdrawal,8417.7,Ducimus ullam facere.
806,15,2024-07-12,Deposit,7430.65,Occaecati delectus quae veritatis totam.
807,15,2024-01-01,Payment,1687.65,Asperiores sapiente ex cumque ipsum.
808,15,2024-10-29,Withdrawal,5466.19,Aut quia totam modi quo unde accusantium.
809,16,2023-05-09,Withdrawal,8067.84,Molestiae fugit nesciunt eligendi.
810,16,2021-09-27,Withdrawal,316.18,Neque iure in rerum fugiat soluta quasi occaecati.
811,16,2024-08-05,Transfer,29503.86,Consectetur iusto similique cupiditate blanditiis quos.
812,16,2024-03-24,Transfer,3482.94,Ipsa sequi occaecati perferendis ratione reiciendis aliquid similique.
813,16,2023-11-30,Transfer,47438.64,Id ipsam accusantium laudantium.
814,16,2024-06-28,Withdrawal,9887.38,Possimus voluptates nostrum fugit quis quis similique delectus.
815,16,2022-09-16,Withdrawal,9244.9,Iste eaque repellendus expedita officia.
816,16,2023-04-11,Deposit,9754.63,Quis doloribus debitis unde corporis illum ipsam.
817,16,2021-06-15,Transfer,26800.29,Accusamus totam asperiores dolores.
818,16,2021-07-24,Payment,1140.31,Dolorem quibusdam ut reiciendis perspiciatis ex.
819,16,2024-11-03,Deposit,6742.44,Eos mollitia perspiciatis corporis.
820,16,2022-10-29,Transfer,20149.93,Officia quisquam aliquid architecto rerum ipsa ab.
821,16,2022-03-02,Transfer,17115.91,Cumque suscipit animi inventore quos alias dignissimos voluptates.
822,16,2024-05-02,Payment,2972.52,Natus nostrum veritatis a temporibus dolorum.
823,16,2023-05-17,Transfer,22672.23,Soluta libero facilis magni quia veritatis mollitia.
824,16,2024-02-17,Transfer,12860.17,Dolores aliquid aut quia perspiciatis reiciendis corporis.
825,16,2021-07-08,Transfer,13439.38,Animi excepturi sequi.
826,16,2022-09-16,Payment,2369.39,Corporis suscipit eos tenetur accusantium ut et nemo.
827,16,2021-10-01,Deposit,6079.49,Repellat voluptates enim ea doloremque quaerat laudantium.
828,16,2022-06-08,Transfer,33563.22,Hic voluptates temporibus assumenda fugiat id ipsam.
829,16,2022-05-31,Payment,3714.71,Autem minus enim deserunt quas blanditiis.
830,16,2022-08-03,Deposit,3803.86,Sequi soluta reiciendis totam in deleniti.
831,16,2022-02-22,Payment,1351.01,In est nisi in est fugit.
832,16,2022-02-25,Withdrawal,5101.46,Corporis harum quod aliquid nemo tempora unde.
833,16,2022-05-04,Payment,1883.18,Provident soluta voluptate quo repellat.
834,16,2022-10-20,Deposit,9059.92,Ducimus officiis earum fugiat culpa voluptas est.
835,16,2022-02-10,Withdrawal,1511.52,Animi omnis quam tempora commodi architecto.
836,16,2023-04-30,Transfer,12857.47,Natus quis sunt consequatur.
837,16,2024-08-19,Payment,4030.9,Dolore tempora magnam saepe.
838,17,2024-10-21,Payment,4510.6,Autem magnam velit laboriosam aperiam enim cum.
839,17,2024-10-25,Deposit,2564.89,Error expedita rerum voluptas repellat soluta laudantium doloremque.
840,17,2024-10-30,Deposit,692.58,Nobis suscipit asperiores ducimus repellat ut.
841,17,2024-11-16,Transfer,43609.83,Perferendis accusantium iusto doloremque.
842,17,2024-11-04,Transfer,32955.45,Molestiae impedit beatae velit consectetur aliquam.
843,17,2024-11-03,Deposit,1027.73,Nobis dolorem tempore praesentium quae sunt.
844,17,2024-11-14,Transfer,30418.03,Debitis ex possimus qui quas.
845,17,2024-10-17,Withdrawal,1615.42,Facilis dignissimos quis possimus adipisci architecto.
846,17,2024-10-20,Payment,1092.05,Consectetur quae dolore illo rem dignissimos.
847,17,2024-10-30,Transfer,32772.15,Voluptatibus earum veniam aliquam modi tempora incidunt.
848,17,2024-10-23,Deposit,4904.36,Quia ipsum harum accusantium odio.
849,17,2024-10-21,Withdrawal,253.01,Fugiat illum sequi minima pariatur cumque.
850,17,2024-11-03,Deposit,3748.67,Assumenda delectus voluptate minima odio voluptatum.
851,17,2024-11-16,Transfer,10794.55,Minima eos alias molestias.
852,17,2024-11-07,Withdrawal,4370.23,Commodi magnam accusantium eveniet fugiat vitae ullam quas.
853,17,2024-10-21,Payment,112.54,Quam praesentium commodi similique totam.
854,17,2024-11-20,Deposit,7157.9,Ad blanditiis impedit fugiat.
855,17,2024-11-04,Payment,2887.67,Veritatis tempora ut.
856,17,2024-11-13,Withdrawal,2682.83,Doloribus consequuntur quisquam officia consequatur.
857,17,2024-11-06,Payment,3997.99,Error rem dolores labore doloribus.
858,17,2024-11-06,Payment,4736.71,Aperiam ratione officiis a labore recusandae dicta.
859,17,2024-11-16,Withdrawal,2989.93,Sunt corrupti modi magnam.
860,17,2024-11-06,Transfer,17764.24,Reprehenderit possimus voluptate pariatur modi.
861,17,2024-10-16,Transfer,2266.56,Earum voluptatem accusamus nisi animi.
862,17,2024-10-23,Transfer,34432.61,Repudiandae aliquid error distinctio harum esse.
863,17,2024-10-26,Deposit,2715.35,Temporibus magnam eum est eos similique.
864,17,2024-11-11,Transfer,35951.52,Veniam reprehenderit sed similique.
865,17,2024-11-04,Transfer,44724.77,Ducimus debitis accusamus occaecati ipsam.
866,17,2024-10-13,Payment,3143.58,Adipisci quos iste.
867,17,2024-10-30,Deposit,2664.45,Consequuntur accusantium nesciunt reprehenderit.
868,17,2024-11-17,Deposit,295.0,Quae officia doloremque facere ducimus porro.
869,17,2024-11-06,Transfer,3622.21,Eum rem ipsam sunt nostrum vel.
870,17,2024-10-29,Withdrawal,9742.23,Facilis iure libero nam modi.
871,17,2024-11-01,Payment,2836.82,Eveniet unde perferendis perspiciatis quas.
872,17,2024-11-18,Withdrawal,123.59,Accusantium nihil deserunt eligendi fuga nemo.
873,17,2024-11-13,Withdrawal,5865.77,Eius maxime accusantium deserunt blanditiis alias dolores minima.
874,17,2024-10-13,Payment,4070.11,Fugiat minima nostrum quo reiciendis.
875,17,2024-11-09,Withdrawal,558.45,Impedit est optio ipsa non at cum qui.
876,17,2024-11-21,Deposit,6386.61,Magni ab at et.
877,17,2024-11-03,Withdrawal,4552.92,Neque voluptates labore sed perspiciatis exercitationem.
878,17,2024-10-27,Deposit,7662.43,Minus ipsa sint expedita nisi ipsa minus.
879,17,2024-10-29,Payment,4108.73,Voluptates veniam iusto animi harum earum dolorem beatae.
880,17,2024-11-11,Deposit,4554.17,Quos exercitationem aspernatur impedit.
881,17,2024-11-06,Payment,3177.92,Deleniti delectus provident repellendus laboriosam veniam consectetur.
882,17,2024-10-24,Deposit,886.95,Repellendus vel inventore facere.
883,17,2024-10-26,Payment,4024.6,Earum illo autem repellat voluptatem quas aperiam.
884,17,2024-11-08,Deposit,3027.17,Corporis veritatis nihil minima voluptas molestias.
885,17,2024-10-24,Payment,2305.55,Fugit laudantium aspernatur omnis pariatur.
886,17,2024-11-21,Transfer,35055.66,Odit architecto accusantium suscipit aliquid in distinctio.
887,17,2024-10-19,Deposit,9008.83,Minus ea architecto quidem dicta suscipit.
888,17,2024-11-15,Transfer,34511.61,Nisi quis laboriosam delectus.
889,17,2024-11-08,Withdrawal,9791.31,Ipsam minima soluta minima quis qui.
890,17,2024-11-08,Deposit,1467.87,Explicabo sequi dolorem quis voluptas porro.
891,17,2024-11-16,Deposit,3815.61,Quasi illo eaque repellendus.
892,17,2024-11-09,Withdrawal,5277.83,Aspernatur accusamus odit consequatur quas.
893,17,2024-10-30,Deposit,8327.73,Quibusdam optio veniam illo.
894,17,2024-11-19,Deposit,8475.59,Maiores eveniet perspiciatis eos enim ab excepturi.
895,17,2024-10-27,Withdrawal,9119.76,Quae soluta suscipit vel.
896,17,2024-10-16,Payment,3607.41,Corrupti sint perferendis ipsum.
897,17,2024-11-01,Transfer,1256.55,Atque minima tempore debitis.
898,17,2024-10-29,Payment,1240.45,Occaecati quos sapiente reprehenderit repellendus aliquam.
899,17,2024-11-15,Deposit,8032.13,Praesentium quisquam incidunt voluptate corporis debitis nulla.
900,18,2024-04-22,Withdrawal,9325.37,Eius nemo officiis at.
901,18,2024-10-06,Transfer,30947.27,Repellat dignissimos architecto distinctio harum maiores quas.
902,18,2024-10-29,Transfer,41716.75,Sit libero reiciendis eligendi asperiores.
903,18,2024-05-20,Deposit,6815.14,Adipisci non quaerat id numquam repudiandae.
904,18,2024-09-24,Payment,3650.9,Qui labore itaque quod quas.
905,18,2024-09-15,Payment,484.89,Est voluptatibus illo doloremque doloribus distinctio fugiat alias.
906,18,2024-05-31,Withdrawal,8540.64,Nostrum aliquid ratione similique adipisci.
907,18,2024-10-03,Payment,3666.64,Neque molestiae eligendi quas suscipit.
908,18,2024-10-10,Withdrawal,7135.76,Nam adipisci itaque vero architecto nobis ea.
909,18,2024-05-03,Withdrawal,1247.26,Maxime voluptatibus tenetur qui expedita voluptates.
910,18,2024-06-26,Withdrawal,6792.47,Facilis ipsa dignissimos voluptas aperiam est.
911,18,2024-11-20,Transfer,48881.05,Laboriosam iure repellendus.
912,18,2024-10-17,Deposit,2202.05,Debitis magni inventore eaque praesentium.
913,18,2024-10-24,Withdrawal,7198.37,Non ullam quisquam aspernatur beatae ipsa.
914,18,2024-05-23,Deposit,9486.83,Minima debitis amet explicabo similique illo.
915,18,2024-11-08,Transfer,4230.4,Pariatur molestiae mollitia ab expedita.
916,18,2024-09-29,Withdrawal,1250.3,Nemo accusamus quo consequatur.
917,19,2019-03-31,Deposit,4500.07,Eius illo amet soluta ullam nostrum.
918,19,2019-06-08,Withdrawal,1756.98,Blanditiis recusandae laboriosam.
919,19,2021-05-07,Deposit,2697.08,Aperiam at corporis.
920,19,2023-09-24,Deposit,7531.2,Aliquid natus odit ad quas perspiciatis exercitationem quas.
921,19,2023-06-18,Transfer,48935.16,Illum quos officia quae molestias laborum.
922,19,2022-02-09,Deposit,4253.83,Eveniet quo architecto nam ea adipisci saepe.
923,19,2023-09-13,Transfer,41696.83,Aut quia nobis odit maxime.
924,19,2018-05-31,Withdrawal,9998.02,Ipsam fuga pariatur deleniti impedit harum.
925,19,2024-08-08,Deposit,9891.65,Adipisci cupiditate veniam non in qui voluptatibus.
926,19,2020-04-29,Transfer,37790.07,Nisi occaecati recusandae ducimus accusantium.
927,19,2021-08-29,Deposit,364.01,Eos in nam minus quod.
928,19,2022-07-11,Payment,3211.4,Voluptates molestiae earum facilis necessitatibus repellat.
929,19,2021-01-31,Withdrawal,4795.79,Harum consequatur delectus eligendi hic laborum.
930,19,2020-08-05,Payment,3255.18,Odit quos autem ipsum.
931,19,2021-10-23,Payment,4450.74,Perferendis iure numquam quidem id tenetur nobis ipsa.
932,19,2018-11-15,Payment,2151.57,Saepe perferendis voluptatum.
933,19,2022-04-26,Transfer,21520.4,Officiis et eveniet quia blanditiis.
934,19,2023-05-02,Payment,508.36,Placeat quod quod quod.
935,19,2024-11-02,Deposit,9994.29,Sunt itaque tempore architecto officia.
936,19,2023-10-04,Payment,1347.0,Animi quas alias.
937,19,2023-01-17,Transfer,6483.81,Odit ipsam eum.
938,20,2023-01-28,Payment,2731.65,Neque odit expedita asperiores.
939,20,2024-09-23,Payment,316.86,Adipisci doloremque eius ducimus reprehenderit.
940,20,2021-12-16,Transfer,6054.55,Quam quas aliquam quod iure.
941,20,2024-05-29,Withdrawal,9547.54,Iusto nemo eligendi cumque eaque.
942,20,2021-11-06,Payment,4621.45,Placeat porro animi vel praesentium.
943,20,2022-03-12,Withdrawal,2724.1,Enim sapiente eos consectetur ab blanditiis.
944,20,2024-03-25,Transfer,19156.54,Natus reprehenderit ratione necessitatibus dolor.
945,20,2023-07-25,Payment,4781.38,Eum iusto ullam fugit.
946,20,2023-07-23,Deposit,1354.58,Quasi exercitationem earum praesentium rerum similique quod.
947,20,2022-06-15,Deposit,2268.27,Nam sint autem libero.
948,20,2024-07-28,Deposit,5050.73,Voluptates fugiat aperiam eveniet cumque odit ea laudantium.
949,20,2023-10-11,Transfer,48473.05,Doloribus adipisci doloribus accusantium natus ex ex.
950,20,2022-10-05,Deposit,4091.26,Delectus voluptatem corporis temporibus odit deserunt.
951,20,2024-04-09,Payment,3302.57,Soluta in sit optio similique.
952,20,2023-05-24,Withdrawal,1121.18,Tempora quisquam sunt recusandae iste facere.
953,20,2023-08-10,Payment,4525.17,Consequatur nobis laudantium.
954,20,2024-02-03,Payment,2147.38,Explicabo molestias possimus ratione aperiam laudantium.
955,20,2023-08-15,Withdrawal,1555.38,Tempora quasi quia debitis.
956,20,2024-02-25,Withdrawal,2695.01,Nobis accusantium animi eligendi temporibus doloremque.
957,20,2023-09-23,Payment,3206.68,Aspernatur officia eveniet ab fugit.
958,20,2024-03-16,Withdrawal,8600.7,Facilis corrupti suscipit quia expedita.
959,20,2023-02-17,Withdrawal,919.94,Officiis reprehenderit tenetur quae.
960,21,2024-03-26,Transfer,34725.3,Deserunt voluptatem aspernatur autem.
961,21,2022-11-26,Transfer,21536.39,Rerum ipsam rem autem laboriosam magnam.
962,21,2023-09-07,Transfer,29305.49,Suscipit velit eos nostrum doloremque repellendus.
963,21,2022-11-16,Payment,3597.58,In ipsam magni neque eaque culpa magnam.
964,21,2023-04-23,Payment,1486.26,Possimus alias quis cum excepturi.
965,21,2022-04-13,Withdrawal,9984.25,Ratione sequi voluptatem nobis.
966,21,2022-10-01,Withdrawal,3183.72,Error illum consequatur excepturi ab.
967,21,2023-05-02,Transfer,40703.52,Ipsam corporis asperiores aperiam aut excepturi.
968,21,2024-07-05,Transfer,17901.41,Tempora maiores exercitationem nam iusto.
969,21,2023-04-02,Withdrawal,1216.44,Eveniet tempore harum aperiam.
970,21,2022-12-07,Payment,4577.47,Quia nihil laboriosam voluptas perferendis temporibus.
971,21,2024-06-02,Deposit,174.74,Nostrum voluptate rem.
972,21,2022-05-08,Payment,3394.11,Soluta voluptatibus quod sapiente suscipit quis.
973,21,2023-09-09,Payment,2880.14,Id perspiciatis hic voluptate doloremque.
974,21,2024-10-13,Payment,4544.8,Ex maiores commodi eius corrupti.
975,21,2023-03-19,Withdrawal,2017.29,Quibusdam temporibus minus aspernatur.
976,21,2023-12-14,Deposit,7863.21,Minus pariatur deserunt corrupti magnam fuga.
977,21,2024-04-27,Payment,194.08,Veniam ipsam illo illo nostrum molestiae fuga.
978,21,2022-08-09,Deposit,3752.33,Numquam nulla dolore libero.
979,21,2024-03-03,Transfer,38486.59,Assumenda ad voluptates illum totam.
980,21,2023-05-19,Deposit,4922.88,Eum voluptatum quibusdam voluptatum harum minus eos sapiente.
981,21,2024-10-27,Deposit,4316.88,Repudiandae voluptatem quisquam omnis neque exercitationem est quae.
982,21,2024-10-04,Transfer,20176.24,Ipsum ratione sed molestias.
983,21,2024-02-20,Transfer,33115.93,Soluta laborum quasi ex assumenda vitae.
984,21,2023-06-03,Transfer,26974.77,Minus ullam nam dicta commodi voluptatem inventore dolorem.
985,21,2024-07-28,Deposit,7655.07,Natus animi repudiandae officia iusto quam reiciendis.
986,21,2022-03-28,Deposit,4355.52,Odio quas incidunt tempora quis eos voluptatum.
987,21,2023-09-16,Withdrawal,6385.49,Suscipit qui accusantium quibusdam dolorem.
988,21,2024-10-29,Withdrawal,3738.77,Debitis dolore totam veritatis natus.
989,21,2023-02-16,Transfer,48412.33,Voluptatem totam unde.
990,21,2022-05-15,Deposit,7269.31,Porro quibusdam quod nisi in aspernatur repudiandae.
991,21,2023-03-05,Transfer,14959.26,Iusto cum illo tempora.
992,21,2024-07-06,Payment,2582.0,Autem iure et neque maiores voluptates eum.
993,21,2023-03-09,Payment,3676.31,Dolores dolorum aut eaque veniam.
994,21,2024-01-18,Payment,1402.61,Reprehenderit voluptatem repudiandae similique.
995,21,2022-05-24,Transfer,46787.94,Veritatis repellendus id pariatur consequatur excepturi.
996,21,2022-11-05,Withdrawal,1317.74,Accusantium voluptatem fuga vel et facilis odit.
997,21,2022-06-01,Deposit,9005.12,Natus maiores eligendi.
998,21,2023-07-31,Withdrawal,1005.53,Minima exercitationem impedit.
999,21,2024-07-09,Deposit,3188.97,Veniam quisquam voluptatum similique perferendis.
1000,21,2024-06-12,Payment,1094.73,Possimus commodi sunt esse.
1001,21,2024-04-19,Payment,4157.31,Fugiat non veritatis adipisci exercitationem nam.
1002,21,2024-11-06,Payment,4536.89,Aliquid nisi suscipit neque distinctio corrupti vitae itaque.
1003,21,2023-01-16,Payment,2609.22,Eius iste blanditiis recusandae quis quidem.
1004,21,2024-06-25,Payment,1769.82,Praesentium voluptatum laborum nesciunt.
1005,21,2024-07-14,Payment,4563.74,Aliquam deserunt est quam.
1006,21,2024-07-10,Withdrawal,7922.57,Hic necessitatibus quaerat ab accusantium nam animi.
1007,21,2024-05-02,Payment,1717.12,Rem nulla quas porro quaerat commodi unde.
1008,21,2023-02-02,Deposit,664.24,Dignissimos sint a voluptate facilis debitis.
1009,21,2023-06-10,Transfer,5090.74,Alias voluptatem cupiditate culpa veritatis facilis.
1010,21,2022-02-07,Deposit,8521.2,Id omnis quia soluta ipsum.
1011,21,2022-07-10,Payment,3463.4,Amet deleniti dignissimos fugiat officiis.
1012,21,2023-12-21,Payment,2530.34,Facere ratione voluptatibus omnis quo optio.
1013,21,2023-09-07,Transfer,11309.34,Qui voluptatibus dolorum ducimus iste.
1014,21,2024-06-18,Deposit,1831.62,Vel delectus quibusdam magnam.
1015,21,2022-11-10,Deposit,964.85,Quae earum sunt cum pariatur.
1016,21,2024-06-06,Withdrawal,1298.79,Libero reiciendis quis quidem voluptate.
1017,21,2022-08-23,Payment,953.86,Ab dolorum numquam ea mollitia.
1018,21,2023-06-24,Withdrawal,6027.18,Harum officia commodi quo rem.
1019,21,2024-05-18,Transfer,31455.63,Amet rerum ullam ratione maiores aperiam doloremque.
1020,21,2024-09-02,Withdrawal,2217.47,Saepe odit labore distinctio repudiandae expedita laborum non.
1021,21,2024-07-14,Transfer,13952.35,Vero fugiat architecto minus.
1022,21,2022-07-09,Payment,1327.66,Eaque corrupti sequi ad voluptates deserunt labore maxime.
1023,21,2022-04-26,Payment,3820.15,Ipsam quisquam earum amet vitae deleniti perspiciatis.
1024,21,2023-07-07,Payment,4625.7,Libero et voluptate nostrum minima aut porro.
1025,21,2022-06-23,Transfer,22912.14,Aperiam repudiandae quo dicta.
1026,22,2021-05-25,Deposit,8832.63,Deleniti nulla rem veniam esse laboriosam aliquid.
1027,22,2020-02-12,Transfer,37068.69,Debitis possimus eveniet aspernatur maiores magni excepturi.
1028,22,2018-11-30,Withdrawal,5498.96,Dolores possimus dicta ipsam excepturi ea laborum.
1029,22,2024-08-24,Payment,1246.82,Cumque eos tempora aperiam ullam repudiandae.
1030,22,2022-11-05,Deposit,3642.65,Excepturi aut sapiente nulla reiciendis hic impedit neque.
1031,22,2017-06-10,Payment,906.71,Architecto maxime error sint eligendi.
1032,22,2017-12-25,Withdrawal,7169.93,Exercitationem occaecati fugit ratione a deserunt suscipit.
1033,22,2017-12-02,Withdrawal,5903.43,Blanditiis commodi non veniam quos voluptatem voluptatibus.
1034,22,2023-02-02,Withdrawal,4702.86,Fugiat quod provident cum.
1035,22,2022-04-10,Deposit,1526.61,Iure eligendi animi quae repudiandae officia vero.
1036,22,2023-06-18,Deposit,2422.91,Accusantium natus cupiditate atque autem fugit aliquam saepe.
1037,22,2019-07-10,Payment,4985.34,Voluptatibus odio numquam similique totam.
1038,22,2024-03-16,Payment,4833.5,Officia nihil iste vel.
1039,22,2022-08-07,Withdrawal,7759.37,Minima dolores soluta.
1040,22,2023-09-14,Payment,534.8,Delectus minima quos tenetur voluptatibus harum.
1041,22,2024-06-11,Transfer,18078.38,Molestiae ipsum quo deleniti quasi.
1042,22,2019-03-06,Withdrawal,3483.47,Temporibus consectetur nulla aliquid.
1043,22,2023-04-15,Deposit,5953.21,Cupiditate amet asperiores excepturi placeat numquam.
1044,22,2021-09-29,Transfer,46545.83,Vero libero ea quam veniam.
1045,22,2020-12-09,Payment,4690.11,Facere natus fuga repellat.
1046,22,2024-11-06,Withdrawal,7093.15,Fuga ad necessitatibus minus.
1047,22,2019-01-24,Deposit,6299.28,Harum optio a temporibus vel.
1048,22,2023-07-15,Withdrawal,5327.72,Iusto rerum doloremque harum architecto nihil ea.
1049,22,2018-04-03,Deposit,2275.81,Similique ipsum voluptatibus in est tenetur voluptatem sit.
1050,22,2021-09-05,Payment,1013.48,Ipsum aliquid dolorem facilis ipsum.
1051,22,2022-05-04,Transfer,26427.91,Vel sint ducimus.
1052,22,2022-09-14,Withdrawal,7308.87,Qui a inventore modi cum nihil.
1053,22,2018-06-14,Transfer,13822.46,Et quo commodi quibusdam illo.
1054,22,2023-09-10,Withdrawal,9284.4,Numquam consequuntur alias ab ratione ex tempore dolores.
